id,question,A,B,C,D,answerKey,choice_type,exp,subject_name,topic_name
ef3c0dca-5a44-4569-ba14-14ed9fd9a5a5,Method of transpo of glucose in the intestine is:,Primary active transpo,Secondary active transpo,Simple diffusion,Counter transpo,B,single,The method of transpo of glucose in the intestine is Secondary active transpo. Both glucose and Na+enter inside the cell (in same direction) i.e. Sympo. No energy used when glucose and Na+ enters the cell. Energy is used indirectly for glucose transpo Na+/ K+ ATPase pump. Sodium-glucose sympoer carries 2Na+for each glucose SGLT-1- Small intestine and kidneys -for Glucose and Galactose SGLT-2- in kidneys -only for glucose In intestine on luminal surface there is SGLT-1 (secondary active transpo) while on basal surface is GLUT-2 (facultative transpo),Biochemistry,AIIMS 2018
d8e3d7c2-cf2f-4dad-a3ad-50352f228de4,Not true about NRHM,Appoint ASHA,Strengthen institutional delivery under JSY,Health and family welfare societies,State and district health mission,C,multi,,Dental,
477dea37-f0b6-4a6d-b77a-766ded28f2b6,A patient with pain abdomen for 2 hours presents to the casualty and the following X-ray was obtained. What is the most likely diagnosis?,Pneumoperitoneum,Subphrenic abscess,Pneumomediastinum,Amebic liver abscess,A,single,Answer-A. PneumoperitoneumMC cause of pneumoperitoneum: Perforation of hollow viscus (leading to release of air from bowel and collection just below the diaphragm)Best projection to derhonstrate pneumoperitoneum: Chest X-rayIf the patient cannot get into an erect position then left lateral decubitus projection is required.Patient should be in that position for l0 mina at least for air to rise up.By careful technique even 1 ml of air can be detected,Radiology,
14c74c4d-d6c1-4ced-98b5-4fe778d28836,Drugs used in urea cycle disorders to reduce ammonia?,Phenyl butarone,Phenyl butyrate,L - Carnitine,Isoleucin,B,single,Ans: B. Phenyl butyrate Urea cycle disorders are inherited disorders where ammonia is not turned into uric acid properly and so it builds up in the blood. Regular intake of sodium phenylbutyrate helps reduce the levels of ammonia.,Pharmacology,
eeb02024-8888-40b6-95f1-297b5423f5f7,Need for tooth separation is,Diagnosis,Cavity preparation,Matrix placement,All of the above,D,multi,,Dental,
455ebd1d-982f-4a99-948c-8b541e36db40,Gingivitis,Inevitably progresses to periodontitis,Affects approximately 40% of adolescents,Is characterized by true pocketing,Is a reversible lesion,D,multi,,Dental,
04adb80a-e020-4328-a871-e403f6d5861f,Which of the following appliances is not used for slow maxillary expansion?,Jack screw,Coffin spring,Quad helix appliance,Hyrax appliance,D,single,"Hyrax appliance 
This type of expander uses the Hyrax (hygienic rapid expansion) screw. It has heavy wires that are adapted, welded and soldered to the palatal aspects of the bands in the permanent molars. It is used for Rapid palatal expansion.
Examples of slow expansion: 

Jack screw
Coﬃn spring
Quad helix appliance

Textbook of ORTHODONTICS Sridhar Premkumar",Dental,
751d9564-7804-41b2-a03d-210ffdcba7d6,Pharyngeal Pseudosulcus is seen secondary to-,Vocal Abuse,Laryngopharyngeal Reflux,Tuberculosis,Corticosteroid usage,B,single,"Vocal Sulcus/Laryngeal Sulcus 
It is a groove along the mucosa and can be classified into three types:
Laryngeal sulcus",ENT,
b3b61552-3fc0-45ce-82af-2b0e1077add5,Mandibular fracture managed by adapting mini plates is a type of,Load bearing osteosynthesis,Load sharing,Non rigid osteosynthesis,Rigid osteosynthesis,B,single,,Surgery,
82c284b8-4feb-4984-8e9a-cc7a37be517c,All of the following about use of aerotor hand piece are false except:,The sound frequency greater than 75 decibel (dB) causes damage to the ear,The frequency of rotation of bur is 6000-8000rpm,It will harm more in elderly than very young,Its use in younger teeth is contraindicated.,A,multi,,Dental,
18f4759f-08b6-4600-b14c-27e86a1e7e38,Obstructive sleep apnoea caused by the following,Mandibular ameloblasma,Dentigerous cyst,Orbital fracture,Bilateral TMJ ankylosis,D,single,,Surgery,
2a9cc59f-8f5f-4035-8010-07d1cc7a2f64,"In SCHWARTZ formula for calculation of creatinine clearance in a child, the constant depends on the following except –",Age,Method of estimation of creatinine,Mass,Severity of renal failure,D,multi,"Schwartz formula (for creatine clearance in child).

Creatinine clearance = K x height./ creatinine.
K = constant

K depends upon --> Age, Muscle mass, Method of creatinine estimation",Pediatrics,
1fc4e91a-649c-4eb8-bf21-abc171e8231f,All are true regarding administration of betamethasone to a mother with premature delivery except –,Neonatal morbidity better,Helps lung maturity,Prevents hyperbilirubinemia,Decreases intraventricular hemorrhage,C,multi,"Prevention of

Prenatal steroids are effective in preventing HMD.
Steroids acts by enhancing lung maturity.",Pediatrics,
aae446ea-6c3c-44e3-9fd2-bd056d6d4a1a,LA deposited in Inferior alveolar nerve block at,Sigmoid notch,Coronoid notch,Lingula,Groove of mandibular neck,C,single,,Surgery,
5603de35-adb1-4612-a9ea-1e719e1aa879,"A patient had a femur fracture for which internal fixation was done. Two days later, the patient developed sudden onset shoness of breath with low-grade fever. What is the likely cause?",Pneumothorax,Fat embolism,Pleural effusion,Congestive hea failure,B,single,"Answer- B. Fat embolism""Fat embolism is a common phenomenon following limb fractures. Circulating fat globules larger than 10 pm in diameter occur in most edults after closed fractures of long bones and histological traces of fat can be found in the lungs and other internal organs.",Medicine,
65f3f017-4699-470d-baaa-0743a0a5d10a,Infective endocarditis is not seen in –,ASD,TOF,VSD,MR,A,single,"Endocarditis tends to occur in :


High pressure areas (left side of heart)
Downstream from sites where blood flows at a high velocity through a narrow orifice from a high to low-pressure chamber (distal to constriction in Coarctation of aorta)
Endocarditis is unusual in sites with a small pressure gradient as ASD
Infective endocarditis is very rare in patients of ASD
Endocarditis occurs more frequently in patients with valvular incompetence than in those with pure stenosis.
Risk of endocarditis in various lesions are :",Pediatrics,
114fa1dd-9f36-4b84-9f6a-68303bc63931,Earliest diagnosis of pregnancy can be established safely by:,USG for fetal cardiac activity,Fetal cardiac Doppler study,hCG levels,MRI pelvis,A,single,"Ans: A. USG for fetal cardiac activity (Ref Williams 24/e p196; Ultrasound Obstet Gynecol 2011; 37:625-628; Dutta 8/e p77-78, 7/e p68)Earliest diagnosis of pregnancy:Most accurate & safest method diagnose ble pregnancy at 6 weeks = USG for fetal cardiac activity.Transvaginal sonography:By 5 weeks:Reliably visualizes intrauterine gestational sac.Embryo visible transvaginally once mean sac diameter is 20 mm.Otherwise is anembryonic gestation.By 6 weeks:Embryo with cardiac activity.Cardiac motion visible when embryo length is 5 mm.If embryo <7 mm is unidentified with cardiac activity - Subsequent examination recommended in 1 week (American Institute of Ultrasound in Medicine, 2013a).Doppler:Most sensitive but unsafe in early pregnancy.Doppler examination of fetal vessels in early pregnancy should not be performed without a clinical indication.",Gynaecology & Obstetrics,
60485d84-b6cd-4796-984a-9432906a4585,"Which of the following statements regarding the National Programme for Non-communicable diseases-Cancer, Diabetes, Cardiovascular diseases (CVD) and stroke (NPCDCS) is true?",The plan is to implement the programme in 10 districts across the 5 states during 2010-2012,The diagnosis or treatment of non-communicable diseases to be carried out at the subcentre level,Coronary care unit and cancer care facility to be established at the district level hospital,"All the components of the programme to be addressed separately- cancer, diabetes, CVD and stroke",C,multi,"Ans. c. Coronary care unit and cancer care facility to be established at the district level hospital (Ref: NPCDCS Operational Guidelines, DGHS, GOI, Page 6)The NPCDCS program has two components viz. (i) Cancer and (ii) Diabetes, CVDs and Stroke.",Social & Preventive Medicine,
bc74b992-2aef-440e-81a2-17958caecbee,Mantle dentin is a layer next to:,DE],Pulp,Dentin,Enamel,A,single,,Dental,
65c68635-397b-4ed9-b4a3-8e798c91613e,In pregnancy cardiac output increases 30 to 40% during?,20th week of pregnancy,22 weeks of pregnancy,24 weeks of pregnancy,28 weeks of gestation,D,single,,Medicine,
a9eacca0-36c6-4171-996c-d7c4d75f42df,"A 4 years old child was brought to the hospital with right impalpable testsis. During diagnostic laparoscopy for undescended testis, there are blind testicular vessels. What should be done next?",Abdominal exploration,Nothing is to be done,Inguinal exploration,Scrotal exploration,B,single,Undescended test (UDT) Palpable UDT Inguinal Exploration Non- Palpable UDT Diagnostic Laparoscopy,Surgery,AIIMS 2019
12342b20-b7a0-4f14-91ed-c764fc51ed7b,Sensory supply of cornea is by?,Infraorbital nerve,Supraorbital nerve,Infratrochlear nerve,Nasolacrimal nerve (probably printing mistake - probably Nasociliary nerve).,D,single,"Ans: D. Nasolacrimal nerve (probably printing mistake - probably Nasociliary nerve).Cornea:Richly supplied by nerves (without myelin sheaths & Schwann cell sheath).Extremely sensitive structure - Due to its dense nerve supply.Ooriginate from small ophthalmic division of trigeminal nerve, mainly by long ciliary nerve.Long ciliary nerve - Branch of Nasociliary nerve.",Anatomy,
4d39dabb-c57f-4a2d-a979-fd4347773e76,‘Fleur -de- lys’ term is used for:,Dens invaginatus,Denticle,Odontome,Supernumerary tooth,A,single,,Pathology,
97bd8c32-3ea6-41e1-856e-b9a91d20e643,Infective endocarditis is most commonly seen in:,ASD,VSD,PDA,Pulmonary stenosis,B,single,"Infective endocarditis typically occurs at sites of pre-existing endocardial damage, but infection with particularly virulent or aggressive organisms such as Staphylococcus aureus can cause endocarditis in a previously normal heart. Staphylococcal endocarditis of the tricuspid valve is a common complication of intravenous drug use. Many acquired and congenital cardiac lesions are vulnerable, particularly areas of endocardial damage caused by a high-pressure jet of blood, such as ventricular septal defect, mitral regurgitation and aortic regurgitation, many of which are haemodynamically insigniﬁcant. In contrast, the risk of endocarditis at the site of haemodynamically important low-pressure lesions, such as a large atrial septal defect, is minimal.
Ref: Davidson 23rd ed page no 527",Medicine,
3569a377-99ad-4363-bb2c-ad95cb9f3a03,What is the working time of zinc polycarboxylate cement?,1 minute,2 minutes,3 minutes,4 minutes,C,single,"Control of Working Time

The working time for polycarboxylate cement is much shorter than that for zinc phosphate cement, approximately 2.5 versus 5 minutes.  
The graph shows the relative viscosities and working times of zinc phosphate, polycarboxylate, and GICs as they set. 
A cool slab lengthens the working time for zinc carboxylate cement, although it causes the polyacrylic acid to thicken, which hinders mixing. 
Refrigerating the powder is useful, because it retards the reaction without raising the viscosity of the liquid.
Polycarboxylate cements are more viscous than a comparable mix of GIC; however, the polycarboxylate mix undergoes thinning at an increased shear rate. 
Clinically, this means that rapid spatulation and fast seating will reduce the viscosity of the polycarboxylate cement to ensure complete seating.",Dental,
abe0ec0b-3b93-4151-b93a-3ce5e4f29328,In which of the following glucocoicoid is used?,E.coli septicemia,Severe typhoid,Cerebral Malaria,Leishmaniasis,B,single,"Answer- B. Severe typhoidIn critically ill patients with enteric fever, the administration of dexamethasone with chloramphenicol was asssociated with a sabstantially lower moality rate than was treatment with chloramphenicol alone.",Medicine,
