,index,questionID,originalQuestionID,answerKey,examName,question,stem,A,B,C,D,full_question,full_question_test,res_finetuned
450,450,Mercury_SC_410877,410877,D,Mercury,"Ben has a snack with a combination of raisins, chocolate pieces, and nuts. As he eats the snack, Ben picks out all of the raisins. Which best describes the snack Ben is eating? (A) a compound (B) an element (C) a solution (D) a mixture","Ben has a snack with a combination of raisins, chocolate pieces, and nuts. As he eats the snack, Ben picks out all of the raisins. Which best describes the snack Ben is eating? ", a compound , an element , a solution , a mixture,,"Question: Ben has a snack with a combination of raisins, chocolate pieces, and nuts. As he eats the snack, Ben picks out all of the raisins. Which best describes the snack Ben is eating?  (A)  a compound  (B)  an element  (C)  a solution  (D)  a mixture. The correct answer is   ","
 ### (D)  a mixture. "
451,451,TIMSS_2007_4_pg64,pg64,A,TIMSS,"Which is the best source of vitamins and minerals? (A) fruits and vegetables (B) bread, rice, and pasta (C) milk and milk products (D) meat, fish, and poultry",Which is the best source of vitamins and minerals? , fruits and vegetables ," bread, rice, and pasta ", milk and milk products ," meat, fish, and poultry",,"Question: Which is the best source of vitamins and minerals?  (A)  fruits and vegetables  (B)  bread, rice, and pasta  (C)  milk and milk products  (D)  meat, fish, and poultry. The correct answer is   ","
 ### (A)  fruits and vegetables 
 ### (A)  fruits and vegetables 
 ### (A)  fruits and"
452,452,Mercury_7033373,7033373,D,Mercury,The United States government limits the use of certain pesticides through laws passed in the Endangered Species Protection Program. Which is the most likely reason to enforce laws that limit pesticide use? (A) Some pesticides are expensive. (B) Some pesticides fail to control insects. (C) Some pesticides give off foul odors. (D) Some pesticides can harm non-targeted species.,The United States government limits the use of certain pesticides through laws passed in the Endangered Species Protection Program. Which is the most likely reason to enforce laws that limit pesticide use? , Some pesticides are expensive. , Some pesticides fail to control insects. , Some pesticides give off foul odors. , Some pesticides can harm non-targeted species.,,Question: The United States government limits the use of certain pesticides through laws passed in the Endangered Species Protection Program. Which is the most likely reason to enforce laws that limit pesticide use?  (A)  Some pesticides are expensive.  (B)  Some pesticides fail to control insects.  (C)  Some pesticides give off foul odors.  (D)  Some pesticides can harm non-targeted species.. The correct answer is   , (
453,453,Mercury_7235970,7235970,B,Mercury,"Tectonic motion caused tension between plates in Earth's crust. A sudden release of this energy occurred. Based on this information, which event happened? (A) subsidence (B) earthquake (C) volcanic eruption (D) meteoroid impact","Tectonic motion caused tension between plates in Earth's crust. A sudden release of this energy occurred. Based on this information, which event happened? ", subsidence , earthquake , volcanic eruption , meteoroid impact,,"Question: Tectonic motion caused tension between plates in Earth's crust. A sudden release of this energy occurred. Based on this information, which event happened?  (A)  subsidence  (B)  earthquake  (C)  volcanic eruption  (D)  meteoroid impact. The correct answer is   ","
B  earthquake 
 ### (B)  earthquake  ### (B)  earth"
454,454,Mercury_7267575,7267575,C,Mercury,Which of the following natural disasters is likely to cause the most widespread damage in a coastal ecosystem? (A) a landslide (B) a tornado (C) a tsunami (D) an earthquake,Which of the following natural disasters is likely to cause the most widespread damage in a coastal ecosystem? , a landslide , a tornado , a tsunami , an earthquake,,Question: Which of the following natural disasters is likely to cause the most widespread damage in a coastal ecosystem?  (A)  a landslide  (B)  a tornado  (C)  a tsunami  (D)  an earthquake. The correct answer is   ," (C)  a tsunami 
 ### (C)  a tsunami 
 ### (C)  a tsunami"
455,455,Mercury_7080973,7080973,B,Mercury,"While conducting an experiment on gravity, what will be needed to ensure the safety of students? (A) quiet zones (B) drop zones (C) heavy objects (D) frictionless surfaces","While conducting an experiment on gravity, what will be needed to ensure the safety of students? ", quiet zones , drop zones , heavy objects , frictionless surfaces,,"Question: While conducting an experiment on gravity, what will be needed to ensure the safety of students?  (A)  quiet zones  (B)  drop zones  (C)  heavy objects  (D)  frictionless surfaces. The correct answer is   "," (A)  quiet zones 
 ### (A)  quiet zones 
 ### (A)  quiet zones 
 ### (A)  quiet zones 
 ### (A)  quiet zones"
456,456,Mercury_7056735,7056735,C,Mercury,What property of water best helps aquatic life survive in lakes during the winter? (A) water has a high specific heat capacity (B) water has a high surface tension (C) water is less dense as a solid than as a liquid (D) water is a polar molecule,What property of water best helps aquatic life survive in lakes during the winter? , water has a high specific heat capacity , water has a high surface tension , water is less dense as a solid than as a liquid , water is a polar molecule,,Question: What property of water best helps aquatic life survive in lakes during the winter?  (A)  water has a high specific heat capacity  (B)  water has a high surface tension  (C)  water is less dense as a solid than as a liquid  (D)  water is a polar molecule. The correct answer is   ,"
 ### (A)  water has a high specific heat capacity 
 ### (A)  water"
457,457,Mercury_SC_400132,400132,D,Mercury,A student conducts an investigation testing a material's effectiveness as a heat insulator. Which tool will help the student conduct this investigation safely? (A) a face mask (B) plastic gloves (C) a ventilator hood (D) insulated gloves,A student conducts an investigation testing a material's effectiveness as a heat insulator. Which tool will help the student conduct this investigation safely? , a face mask , plastic gloves , a ventilator hood , insulated gloves,,Question: A student conducts an investigation testing a material's effectiveness as a heat insulator. Which tool will help the student conduct this investigation safely?  (A)  a face mask  (B)  plastic gloves  (C)  a ventilator hood  (D)  insulated gloves. The correct answer is   ," (D)  insulated gloves 
 ### (D)  insulated gloves 
 ### (D"
458,458,VASoL_2010_3_20,20,A,Virginia Standards of Learning - Science,"Having dry, hot weather for a long time can cause a (A) drought (B) thunderstorm (C) tornado (D) flood","Having dry, hot weather for a long time can cause a ", drought , thunderstorm , tornado , flood,,"Question: Having dry, hot weather for a long time can cause a  (A)  drought  (B)  thunderstorm  (C)  tornado  (D)  flood. The correct answer is   ","
A  drought 
 ### (A)  drought 
 ### (A)  drought 
 ### (A)  drought 
 ### (A)  drought 
 ### (A)  dr"
459,459,TIMSS_2007_4_pg105,pg105,C,TIMSS,Which of these objects will rust? (A) wood chips (B) plastic straws (C) iron nails (D) glass beads,Which of these objects will rust? , wood chips , plastic straws , iron nails , glass beads,,Question: Which of these objects will rust?  (A)  wood chips  (B)  plastic straws  (C)  iron nails  (D)  glass beads. The correct answer is   ,"
C  iron nails 
 ### (C)  iron nails 
 ### (C)  iron nails 
 ### (C)  iron nails 
 ### (C)  iron nails 
 ### ("
460,460,ACTAAP_2010_5_8,8,A,ACTAAP,Fossils of sea animals were found in a cave in Arkansas. What does this mean about that area of Arkansas in the past? (A) It was once underwater. (B) It was once much warmer. (C) It has become a rockier place. (D) It has changed little from then.,Fossils of sea animals were found in a cave in Arkansas. What does this mean about that area of Arkansas in the past? , It was once underwater. , It was once much warmer. , It has become a rockier place. , It has changed little from then.,,Question: Fossils of sea animals were found in a cave in Arkansas. What does this mean about that area of Arkansas in the past?  (A)  It was once underwater.  (B)  It was once much warmer.  (C)  It has become a rockier place.  (D)  It has changed little from then.. The correct answer is   ," (A)  It was once underwater. 
 ### (A"
461,461,Mercury_7268030,7268030,C,Mercury,Which of these is a threat to the survival of an ecosystem? (A) predator-prey population cycles (B) less biomass at higher levels of the food web (C) a shrinking variety of animal and plant species (D) competition among some consumer populations,Which of these is a threat to the survival of an ecosystem? , predator-prey population cycles , less biomass at higher levels of the food web , a shrinking variety of animal and plant species , competition among some consumer populations,,Question: Which of these is a threat to the survival of an ecosystem?  (A)  predator-prey population cycles  (B)  less biomass at higher levels of the food web  (C)  a shrinking variety of animal and plant species  (D)  competition among some consumer populations. The correct answer is   ,"
 ### (B)  less biomass at higher levels of the food web 
 ### (C)"
