,index,questionID,originalQuestionID,answerKey,examName,question,stem,A,B,C,D,full_question,full_question_test,res_finetuned
301,301,Mercury_406955,406955,A,Mercury,"When heated, mercuric oxide decomposes to form liquid mercury and oxygen. A scientist heated 10 grams (g) of mercuric oxide and formed 9.3 grams of liquid mercury. How many grams of oxygen were formed? (A) 0.7 g (B) 9.3 g (C) 10.0 g (D) 19.3 g","When heated, mercuric oxide decomposes to form liquid mercury and oxygen. A scientist heated 10 grams (g) of mercuric oxide and formed 9.3 grams of liquid mercury. How many grams of oxygen were formed? ", 0.7 g , 9.3 g , 10.0 g , 19.3 g,,"### When heated, mercuric oxide decomposes to form liquid mercury and oxygen. A scientist heated 10 grams (g) of mercuric oxide and formed 9.3 grams of liquid mercury. How many grams of oxygen were formed?  (A)  0.7 g  (B)  9.3 g  (C)  10.0 g  (D)  19.3 g 
 ### ",0
302,302,Mercury_SC_413532,413532,A,Mercury,Which of these is an example of a new substance being formed? (A) a nail rusting (B) a wall being painted (C) water changing to steam (D) paper being folded,Which of these is an example of a new substance being formed? , a nail rusting , a wall being painted , water changing to steam , paper being folded,,"### Which of these is an example of a new substance being formed?  (A)  a nail rusting  (B)  a wall being painted  (C)  water changing to steam  (D)  paper being folded 
 ### "," a wall being painted 

 ### (B)  a wall being painted 

 ### (B)  a wall being painted 

 ### (B)  a wall being painted 

"
303,303,Mercury_7210105,7210105,D,Mercury,A student records the temperature in the schoolyard every day for a month. Which is the best way to present the temperature data so each day can be compared? (A) summary paragraph (B) labeled diagram (C) pie chart (D) bar graph,A student records the temperature in the schoolyard every day for a month. Which is the best way to present the temperature data so each day can be compared? , summary paragraph , labeled diagram , pie chart , bar graph,,"### A student records the temperature in the schoolyard every day for a month. Which is the best way to present the temperature data so each day can be compared?  (A)  summary paragraph  (B)  labeled diagram  (C)  pie chart  (D)  bar graph 
 ### ","
































"
304,304,Mercury_7026898,7026898,C,Mercury,"During a laboratory investigation, a student cracks a clean, empty Erlenmeyer flask. It does not break, but it can no longer be used. Where should the flask be placed? (A) trash can (B) biohazard bag (C) broken glass bin (D) hazardous waste bin","During a laboratory investigation, a student cracks a clean, empty Erlenmeyer flask. It does not break, but it can no longer be used. Where should the flask be placed? ", trash can , biohazard bag , broken glass bin , hazardous waste bin,,"### During a laboratory investigation, a student cracks a clean, empty Erlenmeyer flask. It does not break, but it can no longer be used. Where should the flask be placed?  (A)  trash can  (B)  biohazard bag  (C)  broken glass bin  (D)  hazardous waste bin 
 ### ","4. broken glass bin 

 ### 4. broken glass bin 
"
305,305,ACTAAP_2013_5_5,5,B,ACTAAP,Sam looks into a fish pond and points at a goldfish. Sam's grandfather looks where Sam is pointing and tells Sam that the fish is actually in a different location. Which property of light explains why Sam's grandfather is correct? (A) reflection (B) refraction (C) diffraction (D) absorption,Sam looks into a fish pond and points at a goldfish. Sam's grandfather looks where Sam is pointing and tells Sam that the fish is actually in a different location. Which property of light explains why Sam's grandfather is correct? , reflection , refraction , diffraction , absorption,,"### Sam looks into a fish pond and points at a goldfish. Sam's grandfather looks where Sam is pointing and tells Sam that the fish is actually in a different location. Which property of light explains why Sam's grandfather is correct?  (A)  reflection  (B)  refraction  (C)  diffraction  (D)  absorption 
 ### "," (D)  absorption 

 ### (D)  absorption"
306,306,NYSEDREGENTS_2015_4_12,12,D,NYSEDREGENTS,Which object is the best conductor of electricity? (A) glass rod (B) wooden stick (C) plastic straw (D) metal nail,Which object is the best conductor of electricity? , glass rod , wooden stick , plastic straw , metal nail,,"### Which object is the best conductor of electricity?  (A)  glass rod  (B)  wooden stick  (C)  plastic straw  (D)  metal nail 
 ### ","


 ### (D)  metal nail 


 ### (D)  metal nail 


 ### (D)  metal nail 


 ### (D)  metal nail 


 ###"
307,307,MEAP_2005_8_14,14,A,MEAP,"When European settlers first came to North America, the average thickness of the top layer of soil was approximately 23 cm. Today, the average thickness of the top layer of soil is less than 15 cm. Which of the following factors has most likely had the greatest effect on erosion of the top layer of soil? (A) farming (B) restoring wetlands (C) species reintroduction (D) excessive groundwater use","When European settlers first came to North America, the average thickness of the top layer of soil was approximately 23 cm. Today, the average thickness of the top layer of soil is less than 15 cm. Which of the following factors has most likely had the greatest effect on erosion of the top layer of soil? ", farming , restoring wetlands , species reintroduction , excessive groundwater use,,"### When European settlers first came to North America, the average thickness of the top layer of soil was approximately 23 cm. Today, the average thickness of the top layer of soil is less than 15 cm. Which of the following factors has most likely had the greatest effect on erosion of the top layer of soil?  (A)  farming  (B)  restoring wetlands  (C)  species reintroduction  (D)  excessive groundwater use 
 ### ","
"
308,308,MCAS_2000_8_2,2,C,MCAS,Which best describes construction technology? (A) exchanging information electronically (B) changing raw materials into goods (C) building and finishing a structure (D) converting and transmitting energy,Which best describes construction technology? , exchanging information electronically , changing raw materials into goods , building and finishing a structure , converting and transmitting energy,,"### Which best describes construction technology?  (A)  exchanging information electronically  (B)  changing raw materials into goods  (C)  building and finishing a structure  (D)  converting and transmitting energy 
 ### ","1.  changing raw materials into goods 

 ### 1.  changing raw materials into goods 


 ### 1.  changing raw materials into goods 


 ### 1.  changing raw materials"
309,309,Mercury_7185185,7185185,B,Mercury,Blood is a fluid made up of several different parts. What level of structural organization best describes blood? (A) a cell (B) a tissue (C) an organ (D) a system,Blood is a fluid made up of several different parts. What level of structural organization best describes blood? , a cell , a tissue , an organ , a system,,"### Blood is a fluid made up of several different parts. What level of structural organization best describes blood?  (A)  a cell  (B)  a tissue  (C)  an organ  (D)  a system 
 ### "," a cell 

 ### (C)  an organ 

 ### (C)  an organ 

 ### (C) an organ 

 ### (C) an organ 

 ###"
310,310,NYSEDREGENTS_2015_4_19,19,B,NYSEDREGENTS,During which process do animals increase in size? (A) breathing (B) growing (C) shedding (D) repairing,During which process do animals increase in size? , breathing , growing , shedding , repairing,,"### During which process do animals increase in size?  (A)  breathing  (B)  growing  (C)  shedding  (D)  repairing 
 ### ","4. shedding 

 ### 4. shedding 

 ### 4. shedding 

 ### 4. shedding 

 ### 4. shedding 


 ### 4. shedding 


 ### 4."
311,311,Mercury_7175770,7175770,D,Mercury,Which cellular structure in an animal cell helps maintain homeostasis by controlling the transportation of substances into and out of the cell? (A) vacuole (B) cell wall (C) mitochondrion (D) cell membrane,Which cellular structure in an animal cell helps maintain homeostasis by controlling the transportation of substances into and out of the cell? , vacuole , cell wall , mitochondrion , cell membrane,,"### Which cellular structure in an animal cell helps maintain homeostasis by controlling the transportation of substances into and out of the cell?  (A)  vacuole  (B)  cell wall  (C)  mitochondrion  (D)  cell membrane 
 ### ","4. cell membrane 

 ### (B)  cell wall 

 ### (B)  cell wall 

 ### (B)"
